{NN_}{VBD_}	sup=81
{NNS_}{quest}	sup=4
{NNS_}{VBD_}{NNS_}{NN_}	sup=4
{NNS_}{VBD_}{JJ_}{NN_}	sup=4
{NNS_}{VBD_}{sea}	sup=4
{NNS_}{IN_}{VBN_}	sup=4
{NNS_}{VB_ go}	sup=4
{NNS_}{VBP_}{NNS_}{NN_}	sup=4
{NNS_}{VBP_}{IN_}{NN_}	sup=4
{NNS_}{VBP_ stand}	sup=4
{NNS_}{RB_}{NN_}	sup=4
{NNS_}{RB_}{JJ_}	sup=4
{NNS_}{RB_}{VB_}	sup=4
{NNS_}{MD_ shall}{VB_}	sup=4
{NNS_}{ride}	sup=4
{NNS_}{fire}	sup=4
{NNS_}{sail}	sup=4
{NNS_ sea}{VBN_}	sup=4
{NNS_ pirate}{VBP_}{JJ_}{NN_}	sup=4
{NNS_ year}{JJ_}	sup=4
{NNS_ cannon}{NNS_}	sup=4
{NNS_ day}	sup=4
{NNS_ fear}	sup=4
{NNS_ sword}	sup=4
{NNS_ hand}	sup=4
{NNS_ tae}{VBP_ think}	sup=4
{JJ_}{NN_}{NN_}{NN_}{VBD_}	sup=4
{JJ_}{NN_}{come}	sup=4
{JJ_}{NN_}{VBP_}	sup=4
{JJ_}{NN_}{VBZ_}	sup=4
{JJ_}{NN_ quest}	sup=4
{JJ_}{NNS_}{NN_}{NN_}	sup=4
{JJ_}{NNS_}{VBD_}{NN_}	sup=4
{JJ_}{NNS_}{VBD_}{JJ_}	sup=4
{JJ_}{VBD_}{NNS_}	sup=4
{JJ_}{IN_}	sup=4
{JJ_}{treasure}{JJ_}	sup=4
{JJ_}{year}{VBD_}	sup=4
{JJ_}{VBZ_}{NN_}	sup=4
{JJ_}{us PP_}	sup=4
{JJ_}{chest}	sup=4
{JJ_}{night}	sup=4
{JJ_ many}{NNS_ year}	sup=4
{JJ_ black}{NNS_ sail}{NN_ midnight}	sup=4
{JJ_ proud}{JJ_ edward}{NN_ army}{VBD_ send}{RB_ homeward}	sup=4
{JJ_ full}	sup=4
{quest}{JJ_}	sup=4
{quest}{VBN_}	sup=4
{come}{JJ_}{NN_}	sup=4
{come VB_}{VB_}{NN_}{VB_}	sup=4
{come VBN_}	sup=4
{come VBP_}{NN_}{NN_}	sup=4
{VBD_}{NN_}{NN_}{NN_}	sup=4
{VBD_}{NN_ sail}	sup=4
{VBD_}{IN_}	sup=4
{VBD_}{VBG_}{NN_}	sup=4
{VBD_}{get}	sup=4
{VBD_ take}	sup=4
{VBD_ stand}	sup=4
{VBD_ set}{NN_}	sup=4
{across IN_}{NN_}	sup=4
{IN_}{NN_}{NN_}{NN_}	sup=4
{IN_}{ship}	sup=4
{DT_}{JJ_}	sup=4
{DT_ every}{last}{NN_}	sup=4
{DT_ every}{last}{NNS_}	sup=4
{sea}{VB_}	sup=4
{sea}{VBP_}	sup=4
{kill}{NNS_}{NN_}	sup=4
{kill}{JJ_}{NN_}	sup=4
{kill VB_}	sup=4
{VB_}{NN_}{NNS_}{NNS_}	sup=4
{VB_}{NN_}{NNS_}{VBP_}	sup=4
{VB_}{NN_}{RB_}	sup=4
{VB_}{NN_}{fire}	sup=4
{VB_}{NN_}{VBG_}{NN_}	sup=4
{VB_}{NN_ destiny}	sup=4
{VB_}{NN_ die}	sup=4
{VB_}{NN_ til}{NN_}	sup=4
{VB_}{JJ_}{JJ_}	sup=4
{VB_}{JJ_ last}{NN_}	sup=4
{VB_}{JJ_ endless}	sup=4
{VB_}{land}	sup=4
{VB_}{sea}	sup=4
{VB_}{VBN_}	sup=4
{VB_}{RB_}{VB_}{NN_}	sup=4
{VB_}{MD_}	sup=4
{VB_}{CD_}	sup=4
{VB_}{VBG_ rage}{NNS_}	sup=4
{VB_}{PP_}	sup=4
{VB_ go}{NN_}	sup=4
{VB_ ride}	sup=4
{VB_ die}	sup=4
{VB_ get}{JJ_ drunk}{NN_}	sup=4
{VB_ tell}	sup=4
{VB_ bring}{VB_ jug}{JJ_ famous}{NNS_ ol}{VBD_ spice}	sup=4
{VB_ dare}{VB_ oppose}	sup=4
{VB_ give}{NN_}	sup=4
{VBN_}{NN_}{hand}	sup=4
{VBN_}{NN_ quest}	sup=4
{VBN_}{NN_ crew}	sup=4
{VBN_}{NNS_}{VBP_}{NN_}{NN_}	sup=4
{VBN_}{JJ_}{man}	sup=4
{VBN_}{MD_ could}	sup=4
{VBN_ set}{NN_ sail}{JJ_}	sup=4
{VBN_ set}{NN_ sail}{VB_ conquer}{NN_}{NNS_}	sup=4
{VBN_ set}{quest}	sup=4
{VBN_ search}{VBD_ search}	sup=4
{VBN_ do}	sup=4
{VBN_ bind}{JJ_ close}{NN_ sea}	sup=4
{strike}{JJ_}{NN_}	sup=4
{VBP_}{NN_}{VBZ_}	sup=4
{VBP_}{back RB_}{VB_}	sup=4
{VBP_}{RB_}{VB_}{NN_}	sup=4
{VBP_}{day}	sup=4
{VBP_ say}	sup=4
{VBP_ look}{back RB_}	sup=4
{back RB_}{JJ_}	sup=4
{back RB_}{time}{VB_}	sup=4
{RB_}{NN_}{NN_ fight}	sup=4
{RB_}{NN_}{NNS_}	sup=4
{RB_}{NN_}{VBZ_}	sup=4
{RB_}{VB_ go}	sup=4
{RB_}{MD_}{VB_}	sup=4
{RB_ yet}{NN_}	sup=4
{RB_ away}	sup=4
{RB_ alone}	sup=4
{MD_}{VB_}{RB_}{VB_}	sup=4
{MD_ shall}{VB_}{NN_}	sup=4
{MD_ could}{VB_}{back RB_}{NN_}	sup=4
{MD_ could}{RB_}{VB_}	sup=4
{MD_ would}{VB_}{NN_}	sup=4
{go}{RB_}{VB_}	sup=4
{CD_}{NNS_ year}	sup=4
{CD_}{CD_ hundred}{NNS_}	sup=4
{CD_ one}{NNS_}	sup=4
{CD_ one}{JJ_}	sup=4
{plunder}	sup=4
{ride}{NNS_}	sup=4
{ship}{JJ_}{NN_}	sup=4
{fire}{cannon}	sup=4
{take}{NNS_}{NN_}	sup=4
{day}{NNS_}	sup=4
{VBG_}{NN_}{NNS_}	sup=4
{VBG_}{JJ_}{NN_}	sup=4
{VBG_ lead}{us PP_}{JJ_ grave}	sup=4
{know}{JJ_}	sup=4
{VBZ_}{NN_}{NNS_}	sup=4
{VBZ_}{RB_}	sup=4
{VBZ_}{MD_}	sup=4
{VBZ_ say}{NNS_}	sup=4
{JJS_}{NNS_}	sup=4
{fear}{RB_}	sup=4
{life}{NN_}	sup=4
{sure}	sup=4
{sword}{NN_}	sup=4
{draw}	sup=4
{make}{NNS_}	sup=4
{walk}{NN_}	sup=4
{say}{NNS_}{NN_}	sup=4
{say}{VB_}	sup=4
{raise}{VB_}	sup=4
{pint}{NN_}	sup=4
{look}{RB_}{NN_}	sup=4
{return}	sup=4
{port}	sup=4
{still}	sup=4
{live}{NN_}	sup=4
{leave}{NN_}	sup=4
{tear}{NNS_}{NN_}	sup=4
{find}{NN_}	sup=4
{man}{NN_}{NN_}	sup=4
{man}{VBP_}	sup=4
{sit}	sup=4
{d SYM_}{JJ_}{NN_}	sup=4
{d SYM_}{make}	sup=4
{first}{NN_}	sup=4
{light}	sup=4
{crew}{NN_}	sup=4
{yer}	sup=4
{let}{NN_}	sup=4
{sin}	sup=4
{shark}{NN_}	sup=4
{beer}{NNS_}	sup=4
{wench}{NN_ mead}	sup=4
{ol}{NN_}	sup=4
{regret}{NN_}	sup=4
{map}{NN_}	sup=4
{oh UH_}{NN_}	sup=4
{oh UH_}{VB_}	sup=4
{UH_}{VB_}{NN_}	sup=4
{NN_}{captain NN_}	sup=5
{NN_}{NN_}{NN_}{JJ_}	sup=5
{NN_}{NN_}{NN_ ride}	sup=5
{NN_}{NN_}{NN_ night}	sup=5
{NN_}{NN_}{JJ_}{NNS_}	sup=5
{NN_}{NN_}{come}	sup=5
{NN_}{NN_}{hand}	sup=5
{NN_}{NN_ time}	sup=5
{NN_}{NN_ pirate}{NN_}	sup=5
{NN_}{NN_ curse}	sup=5
{NN_}{NN_ rum}{NN_}	sup=5
{NN_}{NN_ hand}	sup=5
{NN_}{NN_ glory}	sup=5
{NN_}{NN_ side}	sup=5
{NN_}{NNS_ depth}	sup=5
{NN_}{NNS_ man}	sup=5
{NN_}{NNS_ wave}	sup=5
{NN_}{JJ_}{NNS_ sea}	sup=5
{NN_}{JJ_ true}	sup=5
{NN_}{come VBP_}	sup=5
{NN_}{VBD_}{JJ_}{NN_}	sup=5
{NN_}{VBP_}{RB_}{VB_}	sup=5
{NN_}{back RB_}{NN_}	sup=5
{NN_}{RB_}{know}	sup=5
{NN_}{MD_ would}{VB_}	sup=5
{NN_}{cannon}	sup=5
{NN_}{fire}	sup=5
{NN_}{VBZ_}{NN_}{NN_}	sup=5
{NN_}{fear}	sup=5
{NN_}{look}	sup=5
{NN_ time}{NN_}{NN_}	sup=5
{NN_ time}{MD_}{VB_}	sup=5
{NN_ fight}{NN_}{NN_}	sup=5
{NN_ fire}	sup=5
{NN_ mercy}	sup=5
{NN_ sail}{JJ_}	sup=5
{NN_ way}	sup=5
{NN_ fate}{NN_}	sup=5
{NN_ slaughter}{NN_}	sup=5
{NN_ life}	sup=5
{NN_ til}{NN_ die}	sup=5
{NN_ terror}{NNS_ sea}	sup=5
{NN_ tavern}	sup=5
{NN_ nancy}{NN_}	sup=5
{NN_ power}	sup=5
{viking}{VBD_}	sup=5
{NNS_}{NN_}{VBN_}	sup=5
{NNS_}{NNS_ sea}	sup=5
{NNS_}{JJ_ past}	sup=5
{NNS_}{VBD_}{JJ_}{NNS_}	sup=5
{NNS_}{VBD_}{VB_}	sup=5
{NNS_}{IN_ like}	sup=5
{NNS_}{VBP_}{NN_}{NN_}	sup=5
{NNS_}{VBP_ need}	sup=5
{NNS_}{fight}	sup=5
{NNS_}{MD_ shall}	sup=5
{NNS_}{VBG_}{NN_}	sup=5
{NNS_}{die}	sup=5
{NNS_ land}	sup=5
{NNS_ sail}	sup=5
{NNS_ life}	sup=5
{NNS_ word}{NN_}	sup=5
{NNS_ ocean}	sup=5
{NNS_ eye}{VBP_}	sup=5
{NNS_ leg}	sup=5
{NNS_ piece}	sup=5
{starboard JJ_}{NN_ bow}	sup=5
{JJ_}{NN_}{NN_}{VBD_}	sup=5
{JJ_}{NN_}{VBD_}{RB_}	sup=5
{JJ_}{NN_ day}	sup=5
{JJ_}{NN_ man}	sup=5
{JJ_}{NNS_}{NN_ midnight}	sup=5
{JJ_}{JJ_}{NNS_}	sup=5
{JJ_}{VBZ_}	sup=5
{JJ_ mighty}{NN_}	sup=5
{JJ_ black}{NNS_}{NN_}	sup=5
{JJ_ final}{NN_}	sup=5
{JJ_ old}{NN_}	sup=5
{JJ_ high}	sup=5
{shore}	sup=5
{come}{NNS_}	sup=5
{come VBD_}	sup=5
{come VBP_}{NN_}	sup=5
{come VBP_}{VB_}	sup=5
{VBD_}{NN_}{JJ_}	sup=5
{VBD_}{NNS_}{VBD_}	sup=5
{VBD_}{JJ_ deadly}{NN_}	sup=5
{VBD_}{VBD_}{NN_}	sup=5
{VBD_}{VBP_}	sup=5
{VBD_}{sail}	sup=5
{VBD_ know}{NN_}	sup=5
{VBD_ shipwreck}{VB_}	sup=5
{IN_}{NNS_}{NN_}	sup=5
{IN_}{JJ_}{NN_}	sup=5
{IN_}{VBN_}	sup=5
{IN_ like}{NN_}	sup=5
{sea}{NN_}	sup=5
{treasure}{JJ_}	sup=5
{steal VB_}{VB_ show}{JJ_ jolly}{NNS_ rogers}{VBP_ go}	sup=5
{VB_}{NN_}{land}	sup=5
{VB_}{NNS_}{NNS_}	sup=5
{VB_}{VB_}{VB_}	sup=5
{VB_}{VB_ take}{NN_}	sup=5
{VB_}{VB_ jug}{JJ_ famous}{NNS_ ol}{VBD_ spice}	sup=5
{VB_}{RB_}{VB_}	sup=5
{VB_}{VBG_}{NN_}	sup=5
{VB_}{one}	sup=5
{VB_}{bastard}{NN_}	sup=5
{VB_ sail}{NNS_}	sup=5
{VB_ know}	sup=5
{VB_ get}{JJ_}{NN_}	sup=5
{VB_ make}{NN_}	sup=5
{VB_ raise}{NN_}{NN_}	sup=5
{VB_ see}{NN_}{NN_}	sup=5
{VB_ throw}	sup=5
{VB_ bring}{JJ_}	sup=5
{VBN_}{NN_}{NN_}{NNS_}	sup=5
{VBN_}{NN_}{JJ_}{NN_}	sup=5
{VBN_}{NN_}{VBD_}	sup=5
{VBN_}{NN_ sea}	sup=5
{VBN_}{NN_ destiny}	sup=5
{VBN_}{NN_ sail}{NNS_}	sup=5
{VBN_}{NNS_}{NN_}{NN_}	sup=5
{VBN_}{NNS_ man}	sup=5
{VBN_}{quest}	sup=5
{VBN_}{VB_}{JJ_}	sup=5
{VBN_}{VBN_}	sup=5
{VBN_}{RB_}	sup=5
{VBN_}{MD_}	sup=5
{VBN_}{die}	sup=5
{VBN_ shipwreck}{NN_}	sup=5
{pirate}{JJ_}{NN_}	sup=5
{pirate}{VBP_}{JJ_}	sup=5
{VBP_}{bow}	sup=5
{VBP_}{VBN_}	sup=5
{VBP_}{back RB_}{NN_}	sup=5
{VBP_ know}	sup=5
{VBP_ stand}{NN_}	sup=5
{VBP_ think}	sup=5
{back RB_}{VB_}{NN_}	sup=5
{RB_}{JJ_}{NNS_}	sup=5
{RB_}{VBD_}	sup=5
{RB_}{VBN_}{NN_}	sup=5
{RB_}{RB_}	sup=5
{RB_}{MD_}	sup=5
{RB_ never}	sup=5
{RB_ long}	sup=5
{MD_}{VB_}{JJ_}	sup=5
{MD_}{VB_}{VB_}	sup=5
{MD_}{RB_}{NN_}	sup=5
{MD_}{RB_}{VB_}	sup=5
{MD_ could}{RB_}	sup=5
{MD_ would}{NN_}	sup=5
{year}{JJ_}	sup=5
{ride}{NN_}	sup=5
{cannon}{NN_}	sup=5
{fire}{NNS_}	sup=5
{day}{NN_}	sup=5
{hear}{NN_}	sup=5
{hear}{NNS_}	sup=5
{VBG_}{NNS_}{NN_}{NN_}	sup=5
{VBG_}{us PP_}	sup=5
{VBG_}{body}	sup=5
{VBG_ wait}{NN_}	sup=5
{VBG_ gonna}{NN_}	sup=5
{VBG_ hoist}{NN_ flag}{JJ_ free}	sup=5
{sail}{NN_}{NN_}	sup=5
{sail}{JJ_}{NNS_}	sup=5
{VBZ_}{JJ_}{NN_}	sup=5
{us PP_}{JJ_}	sup=5
{us PP_}{VBP_}	sup=5
{JJS_}	sup=5
{die}{NN_}	sup=5
{run}	sup=5
{set}{NN_ sail}{NNS_}	sup=5
{set}{NN_ sail}{VB_}	sup=5
{set}{JJ_}	sup=5
{set}{VB_ conquer}{NN_}	sup=5
{search}{NN_}{NN_}	sup=5
{sword}	sup=5
{say}{NN_}	sup=5
{lead}{JJ_}	sup=5
{lead}{us PP_}{NN_}	sup=5
{look}{NN_}	sup=5
{look}{RB_}	sup=5
{yet}	sup=5
{call}	sup=5
{tear}{NN_}	sup=5
{rest}	sup=5
{find}	sup=5
{d}{JJ_}{NN_}	sup=5
{burn}	sup=5
{see}{JJ_}{NN_}	sup=5
{meet}	sup=5
{close}{NN_}	sup=5
{do}	sup=5
{bring}{VB_}	sup=5
{wench}{NN_}	sup=5
{show}{NN_}	sup=5
{map}	sup=5
{heart}{NN_}	sup=5
{oh UH_}	sup=5
{UH_}{NN_}	sup=5
{UH_}{VB_}	sup=5
{good}{NNS_}	sup=5
{song}	sup=5
{want}{NNS_}	sup=5
{NN_}{captain}	sup=6
{NN_}{NN_}{NN_}{VBP_}	sup=6
{NN_}{NN_}{land}	sup=6
{NN_}{NN_ quest}	sup=6
{NN_}{NN_ land}	sup=6
{NN_}{NN_ ride}	sup=6
{NN_}{NN_ burning}{NN_}	sup=6
{NN_}{NN_ rum}	sup=6
{NN_}{NNS_}{VB_}	sup=6
{NN_}{NNS_}{RB_}	sup=6
{NN_}{NNS_ wench}	sup=6
{NN_}{JJ_ many}	sup=6
{NN_}{JJ_ free}	sup=6
{NN_}{VBD_}{NN_}{NNS_}	sup=6
{NN_}{VBD_}{NN_ fate}	sup=6
{NN_}{VBD_}{VB_}	sup=6
{NN_}{another DT_}{NN_}	sup=6
{NN_}{back RB_}	sup=6
{NN_}{RB_}{VBN_}	sup=6
{NN_}{sail}	sup=6
{NN_}{await VBZ_}	sup=6
{NN_}{us PP_}{NN_}	sup=6
{NN_}{stand}{NN_}	sup=6
{NN_}{get}	sup=6
{NN_ viking}	sup=6
{NN_ time}{come}	sup=6
{NN_ death}{come VBG_}	sup=6
{NN_ slaying}{NNS_}	sup=6
{NN_ fear}	sup=6
{NN_ slaughter}	sup=6
{NN_ raise}{NNS_ tankard}{NN_ ale}{NN_ sky}	sup=6
{NN_ battle}{NN_}{NN_}	sup=6
{NN_ name}	sup=6
{NN_ terror}{JJ_}	sup=6
{NN_ blood}	sup=6
{NN_ midget}{VBD_ see}{NN_}	sup=6
{NN_ beer}	sup=6
{NN_ glory}	sup=6
{NN_ flag}	sup=6
{viking}{NN_}	sup=6
{NNS_}{NN_}{NNS_}	sup=6
{NNS_}{NN_ day}	sup=6
{NNS_}{VBP_}{JJ_}{NN_}	sup=6
{NNS_}{VBP_ go}	sup=6
{NNS_ eye}	sup=6
{NNS_ wave}	sup=6
{NNS_ tale}{VBD_ tell}	sup=6
{NNS_ storey}{NNS_ battle}{JJ_ old}	sup=6
{NNS_ wolf}{NN_ sea}	sup=6
{JJ_}{NN_}{VB_}	sup=6
{JJ_}{NNS_}{NN_ friend}	sup=6
{JJ_}{NNS_}{NNS_}	sup=6
{JJ_}{NNS_}{RB_}	sup=6
{JJ_}{NNS_ year}	sup=6
{JJ_}{JJ_}{NN_}{NN_}	sup=6
{JJ_}{land}	sup=6
{JJ_}{VBP_ go}	sup=6
{JJ_}{MD_}{VB_}	sup=6
{JJ_}{day}	sup=6
{JJ_}{sail}	sup=6
{JJ_ mighty}	sup=6
{JJ_ last}{NN_}	sup=6
{JJ_ many}{NN_}	sup=6
{JJ_ many}{VBD_}	sup=6
{JJ_ many}{year}	sup=6
{JJ_ true}	sup=6
{JJ_ endless}	sup=6
{JJ_ trapped}{NN_ island}{VBD_ lose}{NN_ sea}	sup=6
{quest}{NN_}	sup=6
{come}{NN_}{NN_}	sup=6
{VBD_}{NNS_}{NN_}	sup=6
{VBD_}{VBN_}	sup=6
{VBD_}{us PP_}{NN_}	sup=6
{IN_}{NN_}{NN_}	sup=6
{IN_}{JJ_}	sup=6
{DT_ every}{NN_}	sup=6
{kill}{NN_}	sup=6
{VB_}{NN_}{NN_}{NNS_}	sup=6
{VB_}{NN_}{VBP_}	sup=6
{VB_}{DT_}{NN_}	sup=6
{VB_}{VB_}{JJ_ famous}{NNS_ ol}{VBD_ spice}	sup=6
{VB_}{back RB_}{NN_}	sup=6
{VB_}{show}	sup=6
{VB_ get}{NN_}	sup=6
{VB_ see}{NN_}	sup=6
{VB_ give}	sup=6
{put VBN_}{NN_}	sup=6
{VBN_}{VBD_}{NN_}	sup=6
{VBN_}{man}	sup=6
{VBN_ set}{NN_ sail}{NN_}	sup=6
{VBN_ chop}{NNS_}	sup=6
{pirate}{JJ_}	sup=6
{strike}{NN_}	sup=6
{VBP_}{VBZ_}	sup=6
{VBP_ stand}	sup=6
{back RB_}{NN_ time}{NN_}	sup=6
{RB_}{JJ_}{NN_}	sup=6
{must MD_}{VB_ go}	sup=6
{MD_}{VB_}{RB_}	sup=6
{CD_ one}{NN_ drink}{NN_ die}	sup=6
{ship}{NN_}	sup=6
{cannon}{NNS_}	sup=6
{VBG_}{RB_}	sup=6
{VBG_ rage}{NNS_}	sup=6
{VBG_ gonna}	sup=6
{VBG_ scrape}{NN_ barrel}{NN_ friend}	sup=6
{wait}{NN_}	sup=6
{sail}{VB_ conquer}{NN_}	sup=6
{VBZ_ seem}{NN_ journey}{come VB_}{NN_ end}	sup=6
{fear}{NN_}	sup=6
{set}{VB_}	sup=6
{get}{JJ_}{NN_}	sup=6
{make}{NN_}	sup=6
{walk}	sup=6
{lead}{NN_}	sup=6
{head}	sup=6
{man}{NN_}	sup=6
{d SYM_}{VB_}{NNS_}	sup=6
{ocean}	sup=6
{send}	sup=6
{bastard}{NN_}	sup=6
{grave}	sup=6
{dare}	sup=6
{limb}{NN_}	sup=6
{fall}	sup=6
{show}{NNS_}	sup=6
{show}{JJ_}	sup=6
{give}{NN_}	sup=6
{begin}	sup=6
{UH_ hey}{VBN_ banjaxed}{UH_ hey}{VBD_ screw}	sup=6
{jug}{JJ_ famous}{NNS_ ol}{VBD_ spice}	sup=6
{NN_}{NN_}{NN_}{VBD_}	sup=7
{NN_}{NN_}{NNS_}{NN_}	sup=7
{NN_}{NN_}{MD_}{VB_}	sup=7
{NN_}{NN_}{VBZ_}	sup=7
{NN_}{NNS_}{NN_}{NN_ sky}	sup=7
{NN_}{NNS_ god}	sup=7
{NN_}{NNS_ foe}	sup=7
{NN_}{quest}	sup=7
{NN_}{VBD_}{NN_ sea}	sup=7
{NN_}{VBD_}{RB_}	sup=7
{NN_}{VBD_ see}	sup=7
{NN_}{IN_}{NN_}	sup=7
{NN_}{DT_}{NN_}	sup=7
{NN_}{VBP_}{NNS_}	sup=7
{NN_}{VBP_}{JJ_}	sup=7
{NN_}{many}	sup=7
{NN_}{dead}	sup=7
{NN_}{see}{NN_}	sup=7
{NN_}{tankard}{NN_ ale}	sup=7
{NN_ pirate}{NN_}	sup=7
{NN_ slaying}	sup=7
{NN_ stand}	sup=7
{NN_ burning}{NN_}	sup=7
{NN_ curse}{NN_}	sup=7
{NN_ raise}{NNS_}{NN_}{NN_}	sup=7
{NN_ hand}	sup=7
{NN_ battle}	sup=7
{NN_ journey}{VB_}{NN_}	sup=7
{NN_ midget}{NN_}	sup=7
{NNS_}{NN_}{VBD_}	sup=7
{NNS_}{NN_ ale}	sup=7
{NNS_}{VBN_}{NN_}	sup=7
{NNS_}{friend}	sup=7
{NNS_}{tell}	sup=7
{NNS_ cannon}	sup=7
{NNS_ depth}	sup=7
{NNS_ tale}{VBD_}	sup=7
{NNS_ storey}{NNS_}	sup=7
{NNS_ storey}{JJ_}	sup=7
{JJ_}{NN_}{NN_ sea}	sup=7
{JJ_}{NN_}{JJ_}{NN_}	sup=7
{JJ_}{NN_}{VBD_ lose}	sup=7
{JJ_}{NN_ treasure}	sup=7
{JJ_}{JJ_}{NN_}{VBD_}	sup=7
{JJ_}{VBD_ lose}{sea}	sup=7
{JJ_}{VBG_}{NN_}	sup=7
{JJ_ dead}{NN_}	sup=7
{JJ_ deadly}{NN_}	sup=7
{JJ_ jolly}	sup=7
{JJ_ famous}{NNS_ ol}{VBD_ spice}	sup=7
{bow}	sup=7
{come VBP_}	sup=7
{VBD_}{JJ_}{NNS_}	sup=7
{VBD_}{VBD_}	sup=7
{VBD_}{VB_}{NN_}	sup=7
{VBD_ know}	sup=7
{VBD_ lose}{NN_}	sup=7
{VBD_ tell}	sup=7
{another DT_}{NN_}	sup=7
{hold}	sup=7
{steal VB_}	sup=7
{VB_}{JJ_}{NNS_}{VBD_}	sup=7
{VB_}{JJ_}{VBP_}	sup=7
{VB_}{RB_}{NN_}	sup=7
{VB_}{VBG_}	sup=7
{VB_ sail}	sup=7
{VB_ get}{JJ_ drunk}	sup=7
{VB_ raise}{NN_}	sup=7
{VB_ see}	sup=7
{VB_ bring}{NNS_}	sup=7
{VB_ conquer}{NN_}	sup=7
{VBN_}{NN_}{VB_}	sup=7
{VBN_}{NNS_}{VBP_}	sup=7
{VBN_}{JJ_}{NN_}{NN_}	sup=7
{VBN_}{JJ_}{NNS_}	sup=7
{VBN_}{VB_}{NN_}	sup=7
{VBN_ set}{NN_}	sup=7
{strike}	sup=7
{VBP_}{NNS_}{NN_}	sup=7
{VBP_}{VB_}{NN_}	sup=7
{VBP_}{back RB_}	sup=7
{VBP_}{RB_}{NN_}	sup=7
{back RB_}{time}	sup=7
{MD_}{JJ_}	sup=7
{MD_ shall}{VB_}	sup=7
{CD_}{NNS_}{NN_}	sup=7
{CD_}{JJ_}	sup=7
{last}{NN_}	sup=7
{hear}	sup=7
{VBG_}{NNS_}{NN_}	sup=7
{wait}	sup=7
{sail}{VB_}	sup=7
{VBZ_}{JJ_}	sup=7
{VBZ_ seem}{NN_}	sup=7
{rage}{NNS_}	sup=7
{slaughter}	sup=7
{say}{NNS_}	sup=7
{live}	sup=7
{battle}{NN_}{NN_}	sup=7
{lie}	sup=7
{beer}	sup=7
{show}{VBP_}	sup=7
{scrape}{NN_ barrel}	sup=7
{captain NN_}{NN_}{NN_}	sup=8
{NN_}{NN_}{VBN_}	sup=8
{NN_}{NN_ fight}	sup=8
{NN_}{come VB_}	sup=8
{NN_}{VBD_}{JJ_}	sup=8
{NN_}{VBD_}{sea}	sup=8
{NN_}{VBP_}{VB_}	sup=8
{NN_}{VBP_}{RB_}	sup=8
{NN_}{RB_}{NN_}	sup=8
{NN_}{RB_}{VB_}	sup=8
{NN_}{VBG_}{NN_}	sup=8
{NN_}{us PP_}	sup=8
{NN_}{friend}	sup=8
{NN_}{hand}	sup=8
{NN_}{man}	sup=8
{NN_ time}{VB_}	sup=8
{NN_ land}	sup=8
{NN_ treasure}{NN_}	sup=8
{NN_ gold}	sup=8
{NN_ pirate}	sup=8
{NN_ fight}{NN_}	sup=8
{NN_ barrel}{NN_}	sup=8
{NN_ raise}	sup=8
{NN_ til}{NN_}	sup=8
{NN_ crew}	sup=8
{NN_ terror}{NNS_}	sup=8
{NN_ drink}{NN_}	sup=8
{NNS_ god}	sup=8
{JJ_}{NN_}{sea}	sup=8
{JJ_}{NN_}{VBN_}	sup=8
{JJ_}{NN_}{RB_}	sup=8
{JJ_}{NN_}{lose}	sup=8
{JJ_}{NNS_}{JJ_}	sup=8
{JJ_}{NNS_ sea}	sup=8
{JJ_}{JJ_}{VBD_}	sup=8
{JJ_}{VBD_ lose}	sup=8
{JJ_}{treasure}	sup=8
{JJ_}{go}	sup=8
{JJ_}{year}	sup=8
{JJ_}{man}	sup=8
{JJ_}{ol}	sup=8
{JJ_ buckfast}{NN_ powersmash}	sup=8
{come}{VB_}{NN_}	sup=8
{come VBG_}	sup=8
{VBD_}{NN_ sea}	sup=8
{VBD_}{us PP_}	sup=8
{VB_}{JJ_}{NN_}{NN_}	sup=8
{VB_}{VBD_}	sup=8
{VB_ take}{NN_}	sup=8
{VB_ get}{JJ_}	sup=8
{VB_ make}	sup=8
{VB_ conquer}	sup=8
{VBN_}{NNS_}{NN_}	sup=8
{VBP_}{JJ_}{NNS_}	sup=8
{VBP_ go}	sup=8
{RB_}{NNS_}	sup=8
{MD_ shall}	sup=8
{MD_ would}{VB_}	sup=8
{CD_ one}{NN_}{NN_}	sup=8
{fire}	sup=8
{take}{NNS_}	sup=8
{sail}{JJ_}	sup=8
{VBZ_ seem}	sup=8
{dead}{NN_}	sup=8
{get}{JJ_ drunk}	sup=8
{raise}{NN_}{NN_ sky}	sup=8
{look}	sup=8
{leave}	sup=8
{battle}{JJ_}	sup=8
{see}{NN_}{NN_}	sup=8
{close}	sup=8
{think}	sup=8
{need}	sup=8
{bring}	sup=8
{give}	sup=8
{sing}	sup=8
{shipwreck}	sup=8
{jug}	sup=8
{NN_}{NN_}{VBD_}{NN_}	sup=9
{NN_}{NN_}{RB_}	sup=9
{NN_}{NN_}{MD_}	sup=9
{NN_}{NN_ sea}	sup=9
{NN_}{NN_ fate}	sup=9
{NN_}{NN_ end}	sup=9
{NN_}{NNS_}{NNS_}	sup=9
{NN_}{NNS_}{JJ_}	sup=9
{NN_}{VB_}{NNS_}	sup=9
{NN_}{VB_ take}	sup=9
{NN_}{go}	sup=9
{NN_}{stand}	sup=9
{NN_ sail}{NN_}	sup=9
{NN_ barrel}	sup=9
{NN_ hell}	sup=9
{NN_ leviathan}	sup=9
{viking}	sup=9
